description|author|image|rating|title
The intrepid Professor Liedenbrock embarks upon the strangest expedition of the nineteenth century: a journey down an extinct Icelandic volcano to the Earth's very core. In his quest to penetrate the planet's primordial secrets, the geologist--together with his quaking nephew Axel and their devoted guide, Hans--discovers an astonishing subterranean menagerie of prehistoric proportions. Verne's imaginative tale is at once the ultimate science fiction adventure and a reflection on the perfectibility of human understanding and the psychology of the questor.|Jules Verne|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389754903l/32829.jpg|3.86|Journey to the Center of the Earth
From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear his child, believing him dead in the tragic battle of Culloden. Yet his memory has never lessened its hold on her... and her body still cries out for him in her dreams.Then Claire discovers that Jamie survived. Torn between returning to him and staying with their daughter in her own era, Claire must choose her destiny. And as time and space come full circle, she must find the courage to face the passion and pain awaiting her...the deadly intrigues raging in a divided Scotland... and the daring voyage into the dark unknown that can reunite or forever doom her timeless love.|Diana Gabaldon|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278195l/10987._SY475_.jpg|4.39|Voyager
Bleak House opens in the twilight of foggy London, where fog grips the city most densely in the Court of Chancery. The obscure case of Jarndyce and Jarndyce, in which an inheritance is gradually devoured by legal costs, the romance of Esther Summerson and the secrets of her origin, the sleuthing of Detective Inspector Bucket and the fate of Jo the crossing-sweeper, these are some of the lives Dickens invokes to portray London society, rich and poor, as no other novelist has done. Bleak House, in its atmosphere, symbolism and magnificent bleak comedy, is often regarded as the best of Dickens. A 'great Victorian novel', it is so inventive in its competing plots and styles that it eludes interpretation.|Charles Dickens|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147l/31242.jpg|4.01|Bleak House
"Stephen King returns to the characters and territory of one of his most popular novels ever, The Shining, in this instantly riveting novel about the now middle-aged Dan Torrance (the boy protagonist of The Shining) and the very special 12-year-old girl he must save from a tribe of murderous paranormals.On highways across America, a tribe of people called The True Knot travel in search of sustenance. They look harmless - mostly old, lots of polyester, and married to their RVs. But as Dan Torrance knows, and spunky 12-year-old Abra Stone learns, The True Knot are quasi-immortal, living off the ""steam"" that children with the ""shining"" produce when they are slowly tortured to death.Haunted by the inhabitants of the Overlook Hotel where he spent one horrific childhood year, Dan has been drifting for decades, desperate to shed his father's legacy of despair, alcoholism, and violence. Finally, he settles in a New Hampshire town, an AA community that sustains him, and a job at a nursing home where his remnant ""shining"" power provides the crucial final comfort to the dying. Aided by a prescient cat, he becomes ""Doctor Sleep.""Then Dan meets the evanescent Abra Stone, and it is her spectacular gift, the brightest shining ever seen, that reignites Dan's own demons and summons him to a battle for Abra's soul and survival. This is an epic war between good and evil, a gory, glorious story that will thrill the millions of hyper-devoted fans of The Shining and wildly satisfy anyone new to the territory of this icon in the King canon."|Stephen King|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510335480l/16130549._SY475_.jpg|4.12|Doctor Sleep
Flight Behavior takes on one of the most contentious subjects of our time: climate change. With a deft and versatile empathy Kingsolver dissects the motives that drive denial and belief in a precarious world.Flight Behavior transfixes from its opening scene, when a young woman's narrow experience of life is thrown wide with the force of a raging fire. In the lyrical language of her native Appalachia, Barbara Kingsolver bares the rich, tarnished humanity of her novel's inhabitants and unearths the modern complexities of rural existence. Characters and reader alike are quickly carried beyond familiar territory here, into the unsettled ground of science, faith, and everyday truces between reason and conviction. Dellarobia Turnbow is a restless farm wife who gave up her own plans when she accidentally became pregnant at seventeen. Now, after a decade of domestic disharmony on a failing farm, she has settled for permanent disappointment but seeks momentary escape through an obsessive flirtation with a younger man. As she hikes up a mountain road behind her house to a secret tryst, she encounters a shocking sight: a silent, forested valley filled with what looks like a lake of fire. She can only understand it as a cautionary miracle, but it sparks a raft of other explanations from scientists, religious leaders, and the media. The bewildering emergency draws rural farmers into unexpected acquaintance with urbane journalists, opportunists, sightseers, and a striking biologist with his own stake in the outcome. As the community lines up to judge the woman and her miracle, Dellarobia confronts her family, her church, her town, and a larger world, in a flight toward truth that could undo all she has ever believed. Flight Behavior takes on one of the most contentious subjects of our time: climate change. With a deft and versatile empathy Kingsolver dissects the motives that drive denial and belief in a precarious world.|Barbara Kingsolver|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352212134l/13438524.jpg|3.78|Flight Behavior
The exhilarating dystopian novel that inspired George Orwell's 1984 and foreshadowed the worst excesses of Soviet RussiaYevgeny Zamyatin's We is a powerfully inventive vision that has influenced writers from George Orwell to Ayn Rand. In a glass-enclosed city of absolute straight lines, ruled over by the all-powerful 'Benefactor', the citizens of the totalitarian society of OneState live out lives devoid of passion and creativity - until D-503, a mathematician who dreams in numbers, makes a discovery: he has an individual soul. Set in the twenty-sixth century AD, We is the classic dystopian novel and was the forerunner of works such as George Orwell's 1984 and Aldous Huxley's Brave New World. It was suppressed for many years in Russia and remains a resounding cry for individual freedom, yet is also a powerful, exciting and vivid work of science fiction. Clarence Brown's brilliant translation is based on the corrected text of the novel, first published in Russia in 1988 after more than sixty years' suppression.|Yevgeny Zamyatin|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421883730l/76171.jpg|3.94|We
The year is 1954. U.S. Marshal Teddy Daniels and his new partner, Chuck Aule, have come to Shutter Island, home of Ashecliffe Hospital for the Criminally Insane, to investigate the disappearance of a patient. Multiple murderess Rachel Solando is loose somewhere on this remote and barren island, despite having been kept in a locked cell under constant surveillance. As a killer hurricane relentlessly bears down on them, a strange case takes on even darker, more sinister shades—with hints of radical experimentation, horrifying surgeries, and lethal countermoves made in the cause of a covert shadow war. No one is going to escape Shutter Island unscathed, because nothing at Ashecliffe Hospital is what it seems. But then neither is Teddy Daniels.|Dennis Lehane|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329269081l/21686.jpg|4.09|Shutter Island
"Sherman McCoy, the central figure of Tom Wolfe's first novel, is a young investment banker with a fourteen-room apartment in Manhattan. When he is involved in a freak accident in the Bronx, prosecutors, politicians, the press, the police, the clergy, and assorted hustlers high and low close in on him, licking their chops and giving us a gargantuan helping of the human comedy of New York in the last years of the twentieth century, a city boiling over with racial and ethnic hostilities and burning with the itch to Grab It Now. Wolfe's gallery ranges from Wall Street, where people in their thirties feel like small-fry if they're not yet making a million per, to the real streets, where the aim is lower but the itch is just as virulent.We see this feverish landscape through the eyes of McCoy's wife and his mistress; the young prosecutor for whom the McCoy case would be the answer to a prayer; the ne'er-do-well British journalist who needs such a case to save his career in America; the street-wise Irish lawyer who becomes McCoy's only ally; and Reverend Bacon of Harlem, a master manipulator of public opinion. Above all, we see what happens when the criminal justice system-gorged with ""the chow,"" as the Bronx prosecutor calls the borough's usual black and Latin felons-considers the prospect of being banded a prime cut like Sherman McCoy of Park Avenue.The Bonfire of the Vanities is a novel, but it is based on the same sort of detailed on-scene reporting as Wolfe's great nonfiction bestsellers, The Right Stuff, Radical Chic & Mau-Mauing the Flak Catchers, and The Electric Kool-Aid Acid Test. And it is every bit as eye-opening in its achievements. It is a big, panoramic story of the metropolis-the kind of fiction strangely absent from our literature in the second half of this century-that reinforces Tom Wolfe's reputation as the foremost chronicler of the way we live in America."|Tom Wolfe|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542903489l/2666.jpg|3.86|The Bonfire of the Vanities
On a beach in the Dominican Republic, a doomed relationship flounders. In the heat of a hospital laundry room in New Jersey, a woman does her lover’s washing and thinks about his wife. In Boston, a man buys his love child, his only son, a first baseball bat and glove. At the heart of these stories is the irrepressible, irresistible Yunior, a young hardhead whose longing for love is equaled only by his recklessness--and by the extraordinary women he loves and loses: artistic Alma; the aging Miss Lora; Magdalena, who thinks all Dominican men are cheaters; and the love of his life, whose heartbreak ultimately becomes his own. In prose that is endlessly energetic, inventive, tender, and funny, the stories in This Is How You Lose Her lay bare the infinite longing and inevitable weakness of the human heart. They remind us that passion always triumphs over experience, and that “the half-life of love is forever.”|Junot Díaz|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342596676l/13503109.jpg|3.75|This Is How You Lose Her
Thomas Ruggles Pynchon, Jr. is an American writer based in New York City, noted for his dense and complex works of fiction. Hailing from Long Island, Pynchon spent two years in the United States Navy and earned an English degree from Cornell University. After publishing several short stories in the late 1950s and early 1960s, he began composing the novels for which he is best known today: V.|Thomas Pynchon|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414969925l/415.jpg|4.01|Gravity's Rainbow
Robert Maynard Pirsig was an American writer and philosopher, mainly known as the author of the book Zen and the Art of Motorcycle Maintenance: An Inquiry into Values, (1974), which has sold millions of copies around the world.|Robert M. Pirsig|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019l/629.jpg|3.77|Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
Cat's Eye is the story of Elaine Risley, a controversial painter who returns to Toronto, the city of her youth, for a retrospective of her art. Engulfed by vivid images of the past, she reminisces about a trio of girls who initiated her into the fierce politics of childhood and its secret world of friendship, longing, and betrayal. Elaine must come to terms with her own identity as a daughter, a lover, and artist, and woman—but above all she must seek release from her haunting memories. Disturbing, hilarious, and compassionate, Cat's Eye is a breathtaking novel of a woman grappling with the tangled knots of her life.|Margaret Atwood|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207977l/51019.jpg|3.94|Cat's Eye
"""You've long set your heart against it, Axl, I know. But it's time now to think on it anew. There's a journey we must go on, and no more delay...""The Buried Giant begins as a couple set off across a troubled land of mist and rain in the hope of finding a son they have not seen in years.Sometimes savage, often intensely moving, Kazuo Ishiguro's first novel in nearly a decade is about lost memories, love, revenge, and war."|Kazuo Ishiguro|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451444392l/22522805._SX318_.jpg|3.5|The Buried Giant
A timeless novel of a straitlaced village's awakening to joy and sensuality - every page offers a description of chocolate to melt in the mouths of chocoholics, francophiles, armchair gourmets, cookbook readers, and lovers of passion everywhere.Illuminating Peter Mayle's South of France with a touch of Laura Esquivel's magic realism, Chocolat is a timeless novel of a straitlaced village's awakening to joy and sensuality. In tiny Lansquenet, where nothing much has changed in a hundred years, beautiful newcomer Vianne Rocher and her exquisite chocolate shop arrive and instantly begin to play havoc with Lenten vows. Each box of luscious bonbons comes with a free gift: Vianne's uncanny perception of its buyer's private discontents and a clever, caring cure for them. Is she a witch? Soon the parish no longer cares, as it abandons itself to temptation, happiness, and a dramatic face-off between Easter solemnity and the pagan gaiety of a chocolate festival. Chocolat's every page offers a description of chocolate to melt in the mouths of chocoholics, francophiles, armchair gourmets, cookbook readers, and lovers of passion everywhere. It's a must for anyone who craves an escapist read, and is a bewitching gift for any holiday.|Joanne Harris|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388674628l/47401.jpg|3.96|Chocolat
Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider. Ages 12+.Darkness falls…despair abounds…evil reigns…Eragon and his dragon, Saphira, have just saved the rebel state from destruction by the mighty forces of King Galbatorix, cruel ruler of the Empire. Now Eragon must travel to Ellesmera, land of the elves, for further training in the skills of the Dragon Rider: magic and swordsmanship. Soon he is on the journey of a lifetime, his eyes open to awe-inspring new places and people, his days filled with fresh adventure. But chaos and betrayal plague him at every turn, and nothing is what it seems. Before long, Eragon doesn't know whom he can trust.Meanwhile, his cousin Roran must fight a new battle–one that might put Eragon in even graver danger.Will the king's dark hand strangle all resistance? Eragon may not escape with even his life. . . .|Christopher Paolini|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387119654l/45978.jpg|3.99|Eldest
An orphan’s life is harsh—and often short—in the mysterious island city of Camorr. But young Locke Lamora dodges death and slavery, becoming a thief under the tutelage of a gifted con artist. As leader of the band of light-fingered brothers known as the Gentleman Bastards, Locke is soon infamous, fooling even the underworld’s most feared ruler. But in the shadows lurks someone still more ambitious and deadly. Faced with a bloody coup that threatens to destroy everyone and everything that holds meaning in his mercenary life, Locke vows to beat the enemy at his own brutal game—or die trying.|Scott Lynch|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334l/29588376._SY475_.jpg|4.3|The Lies of Locke Lamora
Howard Belsey, a Rembrandt scholar who doesn't like Rembrandt, is an Englishman abroad and a long-suffering professor at Wellington, a liberal New England arts college. He has been married for thirty years to Kiki, an American woman who no longer resembles the sexy activist she once was. Their three children passionately pursue their own paths: Levi quests after authentic blackness, Zora believes that intellectuals can redeem everybody, and Jerome struggles to be a believer in a family of strict atheists. Faced with the oppressive enthusiasms of his children, Howard feels that the first two acts of his life are over and he has no clear plans for the finale. Or the encore.Then Jerome, Howard's older son, falls for Victoria, the stunning daughter of the right-wing icon Monty Kipps, and the two families find themselves thrown together in a beautiful corner of America, enacting a cultural and personal war against the background of real wars that they barely register. An infidelity, a death, and a legacy set in motion a chain of events that sees all parties forced to examine the unarticulated assumptions which underpin their lives. How do you choose the work on which to spend your life? Why do you love the people you love? Do you really believe what you claim to? And what is the beautiful thing, and how far will you go to get it?Set on both sides of the Atlantic, Zadie Smith's third novel is a brilliant analysis of family life, the institution of marriage, intersections of the personal and political, and an honest look at people's deceptions. It is also, as you might expect, very funny indeed.|Zadie Smith|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495961870l/3679._SY475_.jpg|3.73|On Beauty
Kevin Kwan, bestselling author of Crazy Rich Asians, is back with a wickedly funny new novel of social climbing, secret e-mails, art-world scandal, lovesick billionaires, and the outrageous story of what happens when Rachel Chu, engaged to marry Asia's most eligible bachelor, discovers her birthfather. On the eve of her wedding to Nicholas Young, heir to one of the greatest fortunes in Asia, Rachel should be over the moon. She has a flawless Asscher-cut diamond from JAR, a wedding dress she loves more than anything found in the salons of Paris, and a fiance willing to sacrifice his entire inheritance in order to marry her. But Rachel still mourns the fact that her birthfather, a man she never knew, won't be able to walk her down the aisle. Until: a shocking revelation draws Rachel into a world of Shanghai splendor beyond anything she has ever imagined. Here we meet Carlton, a Ferrari-crashing bad boy known for Prince Harry-like antics; Colette, a celebrity girlfriend chased by fevered paparazzi; and the man Rachel has spent her entire life waiting to meet: her father. Meanwhile, Singapore's It Girl, Astrid Leong, is shocked to discover that there is a downside to having a newly minted tech billionaire husband. A romp through Asia's most exclusive clubs, auction houses, and estates, China Rich Girlfriend brings us into the elite circles of Mainland China, introducing a captivating cast of characters, and offering an inside glimpse at what it's like to be gloriously, crazily, China-rich.|Kevin Kwan|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419179404l/22674105.jpg|3.83|China Rich Girlfriend
First published in 1905, The House of Mirth shocked the New York society it so deftly chronicles, portraying the moral, social and economic restraints on a woman who dared to claim the privileges of marriage without assuming the responsibilities.Lily Bart, beautiful, witty and sophisticated, is accepted by 'old money' and courted by the growing tribe of nouveaux riches. But as she nears thirty, her foothold becomes precarious; a poor girl with expensive tastes, she needs a husband to preserve her social standing, and to maintain her in the luxury she has come to expect. Whilst many have sought her, something - fastidiousness or integrity- prevents her from making a 'suitable' match.|Edith Wharton|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328729186l/17728.jpg|3.95|The House of Mirth
Carmen got the jeans at a thrift shop. They didn’t look all that great: they were worn, dirty, and speckled with bleach. On the night before she and her friends part for the summer, Carmen decides to toss them. But Tibby says they’re great. She'd love to have them. Lena and Bridget also think they’re fabulous. Lena decides that they should all try them on. Whoever they fit best will get them. Nobody knows why, but the pants fit everyone perfectly. Even Carmen (who never thinks she looks good in anything) thinks she looks good in the pants. Over a few bags of cheese puffs, they decide to form a sisterhood and take the vow of the Sisterhood of the Traveling Pants . . . the next morning, they say good-bye. And then the journey of the pants — and the most memorable summer of their lives — begins.|Ann Brashares|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611233l/452306.jpg|3.79|The Sisterhood of the Traveling Pants
Sam Spade is hired by the fragrant Miss Wonderley to track down her sister, who has eloped with a louse called Floyd Thursby. But Miss Wonderley is in fact the beautiful and treacherous Brigid O'Shaughnessy, and when Spade's partner Miles Archer is shot while on Thursby's trail, Spade finds himself both hunter and hunted: can he track down the jewel-encrusted bird, a treasure worth killing for, before the Fat Man finds him?|Dashiell Hammett|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306421260l/29999._SY475_.jpg|3.91|The Maltese Falcon
Henry Fleming has joined the Union army because of his romantic ideas of military life, but soon finds himself in the middle of a battle against a regiment of Confederate soldiers. Terrified, Henry deserts his comrades. Upon returning to his regiment, he struggles with his shame as he tries to redeem himself and prove his courage.The Red Badge of Courage is Stephen Crane’s second book, notable for its realism and the fact that Crane had never personally experienced battle. Crane drew heavy inspiration from Century Magazine, a periodical known for its articles about the American Civil War. However, he criticized the articles for their lack of emotional depth and decided to write a war novel of his own. The manuscript was first serialized in December 1894 by The Philadelphia Press and quickly won Crane international acclaim before he died in June 1900 at the age of 28.|Stephen Crane|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936136l/35220.jpg|3.24|The Red Badge of Courage
It is 1866, and young Walter Moody has come to make his fortune upon the New Zealand goldfields. On the stormy night of his arrival, he stumbles across a tense gathering of twelve local men who have met in secret to discuss a series of unexplained events: A wealthy man has vanished, a prostitute has tried to end her life, and an enormous fortune has been discovered in the home of a luckless drunk. Moody is soon drawn into the mystery: a network of fates and fortunes that is as complex and exquisitely ornate as the night sky. Richly evoking a mid-nineteenth-century world of shipping, banking, and gold rush boom and bust, The Luminaries is a brilliantly constructed, fiendishly clever ghost story and a gripping page-turner.|Eleanor Catton|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410524246l/17333230.jpg|3.72|The Luminaries
Hailed as one of the world's supreme masterpieces on the subject of death and dying, The Death of Ivan Ilyich is the story of a worldly careerist, a high court judge who has never given the inevitability of his dying so much as a passing thought. But one day, death announces itself to him, and to his shocked surprise, he is brought face to face with his own mortality. How, Tolstoy asks, does an unreflective man confront his one and only moment of truth?This short novel was an artistic culmination of a profound spiritual crisis in Tolstoy's life, a nine-year period following the publication of Anna Karenina during which he wrote not a word of fiction.A thoroughly absorbing, and, at times, terrifying glimpse into the abyss of death, it is also a strong testament to the possibility of finding spiritual salvation.|Leo Tolstoy|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336967150l/18386.jpg|4.08|The Death of Ivan Ilych
alternate cover can be found hereSumire is in love with a woman seventeen years her senior. But whereas Miu is glamorous and successful, Sumire is an aspiring writer who dresses in an oversized second-hand coat and heavy boots like a character in a Kerouac novel.Sumire spends hours on the phone talking to her best friend K about the big questions in life: what is sexual desire, and should she ever tell Miu how she feels for her? Meanwhile K wonders whether he should confess his own unrequited love for Sumire.Then, a desperate Miu calls from a small Greek island: Sumire has mysteriously vanished...|Haruki Murakami|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508082438l/9557.jpg|3.83|Sputnik Sweetheart
What do a dead cat, a computer whiz-kid, an Electric Monk who believes the world is pink, quantum mechanics, a Chronologist over 200 years old, Samuel Taylor Coleridge (poet), and pizza have in common? Apparently not much; until Dirk Gently, self-styled private investigator, sets out to prove the fundamental interconnectedness of all things by solving a mysterious murder, assisting a mysterious professor, unravelling a mysterious mystery, and eating a lot of pizza – not to mention saving the entire human race from extinction along the way (at no extra charge). To find out more, read this book (better still, buy it, then read it) – or contact Dirk Gently’s Holistic Detective Agency. ‘A thumping good detective-ghost-horror-whodunnit-time travel-romantic-musical-comedy epic.’ The author|Douglas Adams|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554401296l/365.jpg|3.98|Dirk Gently's Holistic Detective Agency
Thackeray, an only child, was born in Calcutta, India, where his father, Richmond Thackeray (1 September 1781  13 September 1815), held the high rank of secretary to the board of revenue in the British East India Company. His mother, Anne Becher (17921864) was the second daughter of Harriet and John Harman Becher and was also a secretary (writer) for the East India Company.William had been sent to|William Makepeace Thackeray|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344386439l/5797.jpg|3.79|Vanity Fair
Frank, no ordinary sixteen-year-old, lives with his father outside a remote Scottish village. Their life is, to say the least, unconventional. Frank's mother abandoned them years ago: his elder brother Eric is confined to a psychiatric hospital; and his father measures out his eccentricities on an imperial scale. Frank has turned to strange acts of violence to vent his frustrations. In the bizarre daily rituals there is some solace. But when news comes of Eric's escape from the hospital Frank has to prepare the ground for his brother's inevitable return - an event that explodes the mysteries of the past and changes Frank utterly.The Wasp Factory is a work of horrifying compulsion: horrifying, because it enters a mind whose realities are not our own, whose values of life and death are alien to our society; compulsive, because the humour and compassion of that mind reach out to us all. A novel of extraordinary originality, imagination and comic ferocity.|Iain Banks|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434940562l/567678._SY475_.jpg|3.84|The Wasp Factory
"Sue Trinder is an orphan, left as an infant in the care of Mrs. Sucksby, a ""baby farmer,"" who raised her with unusual tenderness, as if Sue were her own. Mrs. Sucksby’s household, with its fussy babies calmed with doses of gin, also hosts a transient family of petty thieves—fingersmiths—for whom this house in the heart of a mean London slum is home.One day, the most beloved thief of all arrives—Gentleman, an elegant con man, who carries with him an enticing proposition for Sue: If she wins a position as the maid to Maud Lilly, a naïve gentlewoman, and aids Gentleman in her seduction, then they will all share in Maud’s vast inheritance. Once the inheritance is secured, Maud will be disposed of—passed off as mad, and made to live out the rest of her days in a lunatic asylum.With dreams of paying back the kindness of her adopted family, Sue agrees to the plan. Once in, however, Sue begins to pity her helpless mark and care for Maud Lilly in unexpected ways...But no one and nothing is as it seems in this Dickensian novel of thrills and reversals."|Sarah Waters|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545241494l/8913370.jpg|4.03|Fingersmith
Dear Reader,If you have picked up this book with the hope of finding a simple and cheery tale, I'm afraid you have picked up the wrong book altogether. The story may seem cheery at first, when the Baudelaire children spend time in the company of some interesting reptiles and a giddy uncle, but don't be fooled. If you know anything at all about the unlucky Baudelaire children, you already know that even pleasant events lead down the same road to misery.In fact, within the pages you now hold in your hands, the three siblings endure a car accident, a terrible odor, a deadly serpent, a long knife, a large brass reading lamp, and the appearance of a person they'd hoped never to see again.I am bound to record these tragic events, but you are free to put this book back on the shelf and seek something lighter.With all due respect,Lemony Snicket|Lemony Snicket|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352146294l/78418.jpg|3.99|The Reptile Room
"""Zagadochnoe proisshestvie v Stailze"" â€“ eto samyi pervyi roman Agaty Kristi. V etoi knige, vyshedshei v 1920 godu, chitatel v pervyi raz vstrechaetsia s samym znamenitym syshchikom XX stoletiia - usatym belgiitcem erkiulem Puaro, a takzhe s ego drugom i pomoshchnikom Gastingsom. Imenno zdes Puaro vpervye predostavlena vozmozhnost prodemonstrirovat svoi deduktivnye sposobnosti i raskryt zagadochnoe prestuplenie (otravlenie missis Ingltorp, khoziaiki pomestia Stailz), opiraias na vsem izvestnye fakty."|Agatha Christie|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922393l/16343.jpg|3.99|The Mysterious Affair at Styles
When Adela Quested and her elderly companion Mrs Moore arrive in the Indian town of Chandrapore, they quickly feel trapped by its insular and prejudiced 'Anglo-Indian' community. Determined to escape the parochial English enclave and explore the 'real India', they seek the guidance of the charming and mercurial Dr Aziz, a cultivated Indian Muslim. But a mysterious incident occurs while they are exploring the Marabar caves with Aziz, and the well-respected doctor soon finds himself at the centre of a scandal that rouses violent passions among both the British and their Indian subjects. A masterful portrait of a society in the grip of imperialism, A Passage to India compellingly depicts the fate of individuals caught between the great political and cultural conflicts of the modern world. In his introduction, Pankaj Mishra outlines Forster's complex engagement with Indian society and culture. This edition reproduces the Abinger text and notes, and also includes four of Forster's essays on India, a chronology and further reading.|E.M. Forster|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421883612l/45195.jpg|3.68|A Passage to India
Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we areFrom Subhash's earliest memories, at every point, his brother was there. In the suburban streets of Calcutta where they wandered before dusk and in the hyacinth-strewn ponds where they played for hours on end, Udayan was always in his older brother's sight. So close in age, they were inseparable in childhood and yet, as the years pass - as U.S tanks roll into Vietnam and riots sweep across India - their brotherly bond can do nothing to forestall the tragedy that will upend their lives. Udayan - charismatic and impulsive - finds himself drawn to the Naxalite movement, a rebellion waged to eradicate inequity and poverty. He will give everything, risk all, for what he believes, and in doing so will transform the futures of those dearest to him: his newly married, pregnant wife, his brother and their parents. For all of them, the repercussions of his actions will reverberate across continents and seep through the generations that follow. Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we are. With all the hallmarks of Jhumpa Lahiri's achingly poignant, exquisitely empathetic story-telling, this is her most devastating work of fiction to date.|Jhumpa Lahiri|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366930267l/17262100.jpg|3.84|The Lowland
Geek Love is the story of the Binewskis, a carny family whose mater- and paterfamilias set out—with the help of amphetamine, arsenic, and radioisotopes—to breed their own exhibit of human oddities. There’s Arturo the Aquaboy, who has flippers for limbs and a megalomaniac ambition worthy of Genghis Khan . . . Iphy and Elly, the lissome Siamese twins . . . albino hunchback Oly, and the outwardly normal Chick, whose mysterious gifts make him the family’s most precious—and dangerous—asset.As the Binewskis take their act across the backwaters of the U.S., inspiring fanatical devotion and murderous revulsion; as its members conduct their own Machiavellian version of sibling rivalry, Geek Love throws its sulfurous light on our notions of the freakish and the normal, the beautiful and the ugly, the holy and the obscene. Family values will never be the same.|Katherine Dunn|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366699063l/13872.jpg|3.97|Geek Love
Virginia Woolf's Orlando 'The longest and most charming love letter in literature', playfully constructs the figure of Orlando as the fictional embodiment of Woolf's close friend and lover, Vita Sackville-West. Spanning three centuries, the novel opens as Orlando, a young nobleman in Elizabeth's England, awaits a visit from the Queen and traces his experience with first love as England under James I lies locked in the embrace of the Great Frost. At the midpoint of the novel, Orlando, now an ambassador in Constantinople, awakes to find that he is now a woman, and the novel indulges in farce and irony to consider the roles of women in the 18th and 19th centuries. As the novel ends in 1928, a year consonant with full suffrage for women. Orlando, now a wife and mother, stands poised at the brink of a future that holds new hope and promise for women.|Virginia Woolf|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443118010l/18839._SY475_.jpg|3.87|Orlando
Right from the start, Bigger Thomas had been headed for jail. It could have been for assault or petty larceny; by chance, it was for murder and rape. Native Son tells the story of this young black man caught in a downward spiral after he kills a young white woman in a brief moment of panic.Set in Chicago in the 1930s, Wright's powerful novel is an unsparing reflection on the poverty and feelings of hopelessness experienced by people in inner cities across the country and of what it means to be black in America.|Richard Wright|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440820866l/15622._SY475_.jpg|3.99|Native Son
